"confCase","confCaseRate","createDt","criticalRate","death","deathRate","gubun","seq","updateDt"
"2785","12.22",2020-09-18,"0.07","2","0.53","30-39","3431","null"
"3044","13.36",2020-09-18,"0.13","4","1.06","40-49","3430","null"
"4204","18.45",2020-09-18,"0.4","17","4.51","50-59","3429","null"
"3582","15.72",2020-09-18,"1.17","42","11.14","60-69","3428","null"
"1792","7.87",2020-09-18,"6.58","118","31.30","70-79","3427","null"
"923","4.05",2020-09-18,"21.02","194","51.46","80 이상","3426","null"
"12360","54.25",2020-09-18,"1.45","179","47.48","여성","3425","null"
"10423","45.75",2020-09-18,"1.9","198","52.52","남성","3424","null"
"544","2.4",2020-09-17,"0","0","0.00","0-9","3412","null"
"1255","5.54",2020-09-17,"0","0","0.00","10-19","3411","null"
"4631","20.44",2020-09-17,"0","0","0.00","20-29","3410","null"
"2768","12.22",2020-09-17,"0.07","2","0.54","30-39","3409","null"
"3023","13.34",2020-09-17,"0.13","4","1.08","40-49","3408","null"
"4180","18.45",2020-09-17,"0.41","17","4.57","50-59","3407","null"
"3558","15.7",2020-09-17,"1.18","42","11.29","60-69","3406","null"
"1780","7.86",2020-09-17,"6.4","114","30.65","70-79","3405","null"
"918","4.05",2020-09-17,"21.02","193","51.88","80 이상","3404","null"
"12291","54.25",2020-09-17,"1.44","177","47.58","여성","3403","null"
"10366","45.75",2020-09-17,"1.88","195","52.42","남성","3402","null"
"539","2.4",2020-09-16,"0","0","0.00","0-9","3390","null"
"1247","5.54",2020-09-16,"0","0","0.00","10-19","3389","null"
"4606","20.47",2020-09-16,"0","0","0.00","20-29","3388","null"
"2757","12.25",2020-09-16,"0.07","2","0.54","30-39","3387","null"
"3003","13.34",2020-09-16,"0.13","4","1.09","40-49","3386","null"
"4144","18.41",2020-09-16,"0.41","17","4.63","50-59","3385","null"
"3531","15.69",2020-09-16,"1.19","42","11.44","60-69","3384","null"
"1763","7.83",2020-09-16,"6.47","114","31.06","70-79","3383","null"
"914","4.06",2020-09-16,"20.57","188","51.23","80 이상","3382","null"
"12212","54.27",2020-09-16,"1.43","175","47.68","여성","3381","null"
"10292","45.73",2020-09-16,"1.87","192","52.32","남성","3380","null"
"538","2.4",2020-09-15,"0","0","0.00","0-9","3379","null"
"1244","5.56",2020-09-15,"0","0","0.00","10-19","3378","null"
"4592","20.51",2020-09-15,"0","0","0.00","20-29","3377","null"
"2748","12.27",2020-09-15,"0.07","2","0.54","30-39","3376","null"
"2986","13.34",2020-09-15,"0.13","4","1.09","40-49","3375","null"
"4122","18.41",2020-09-15,"0.41","17","4.63","50-59","3374","null"
"3506","15.66",2020-09-15,"1.2","42","11.44","60-69","3373","null"
"1745","7.79",2020-09-15,"6.53","114","31.06","70-79","3372","null"
"910","4.06",2020-09-15,"20.66","188","51.23","80 이상","3371","null"
"12166","54.33",2020-09-15,"1.44","175","47.68","여성","3370","null"
"10225","45.67",2020-09-15,"1.88","192","52.32","남성","3369","null"
"532","2.39",2020-09-14,"0","0","0.00","0-9","3346","null"
"1236","5.55",2020-09-14,"0","0","0.00","10-19","3345","null"
"4584","20.57",2020-09-14,"0","0","0.00","20-29","3344","null"
"2738","12.29",2020-09-14,"0.07","2","0.55","30-39","3343","null"
"2968","13.32",2020-09-14,"0.13","4","1.10","40-49","3342","null"
"4104","18.42",2020-09-14,"0.41","17","4.68","50-59","3341","null"
"3481","15.62",2020-09-14,"1.21","42","11.57","60-69","3340","null"
"1734","7.78",2020-09-14,"6.52","113","31.13","70-79","3339","null"
"908","4.07",2020-09-14,"20.37","185","50.96","80 이상","3338","null"
"12108","54.33",2020-09-14,"1.43","173","47.66","여성","3337","null"
"10177","45.67",2020-09-14,"1.87","190","52.34","남성","3336","null"
"526","2.38",2020-09-13,"0","0","0.00","0-9","3324","null"
"1230","5.58",2020-09-13,"0","0","0.00","10-19","3323","null"
"4543","20.6",2020-09-13,"0","0","0.00","20-29","3322","null"
"2713","12.3",2020-09-13,"0.07","2","0.56","30-39","3321","null"
"2946","13.36",2020-09-13,"0.14","4","1.13","40-49","3320","null"
"4061","18.41",2020-09-13,"0.42","17","4.79","50-59","3319","null"
"3425","15.53",2020-09-13,"1.23","42","11.83","60-69","3318","null"
"1710","7.75",2020-09-13,"6.37","109","30.70","70-79","3317","null"
"901","4.09",2020-09-13,"20.09","181","50.99","80 이상","3316","null"
"11992","54.37",2020-09-13,"1.41","169","47.61","여성","3315","null"
"10063","45.63",2020-09-13,"1.85","186","52.39","남성","3314","null"
"526","2.38",2020-09-12,"0","0","0.00","0-9","3302","null"
"1230","5.58",2020-09-12,"0","0","0.00","10-19","3301","null"
"4543","20.6",2020-09-12,"0","0","0.00","20-29","3300","null"
"2713","12.3",2020-09-12,"0.07","2","0.56","30-39","3299","null"
"2946","13.36",2020-09-12,"0.14","4","1.13","40-49","3298","null"
"4061","18.41",2020-09-12,"0.42","17","4.79","50-59","3297","null"
"3425","15.53",2020-09-12,"1.23","42","11.83","60-69","3296","null"
"1710","7.75",2020-09-12,"6.37","109","30.70","70-79","3295","null"
"901","4.09",2020-09-12,"20.09","181","50.99","80 이상","3294","null"
"11992","54.37",2020-09-12,"1.41","169","47.61","여성","3293","null"
"10063","45.63",2020-09-12,"1.85","186","52.39","남성","3292","null"
"522","2.38",2020-09-11,"0","0","0.00","0-9","3280","null"
"1225","5.59",2020-09-11,"0","0","0.00","10-19","3279","null"
"4527","20.65",2020-09-11,"0","0","0.00","20-29","3278","null"
"2701","12.32",2020-09-11,"0.07","2","0.57","30-39","3277","null"
"2928","13.36",2020-09-11,"0.14","4","1.14","40-49","3276","null"
"4027","18.37",2020-09-11,"0.4","16","4.57","50-59","3275","null"
"3396","15.49",2020-09-11,"1.24","42","12.00","60-69","3274","null"
"1696","7.74",2020-09-11,"6.37","108","30.86","70-79","3273","null"
"897","4.09",2020-09-11,"19.84","178","50.86","80 이상","3272","null"
"11937","54.46",2020-09-11,"1.38","165","47.14","여성","3271","null"
"9982","45.54",2020-09-11,"1.85","185","52.86","남성","3270","null"
"519","2.39",2020-09-10,"0","0","0.00","0-9","3258","null"
"1222","5.62",2020-09-10,"0","0","0.00","10-19","3257","null"
"4505","20.72",2020-09-10,"0","0","0.00","20-29","3256","null"
"2682","12.34",2020-09-10,"0.07","2","0.58","30-39","3255","null"
"2906","13.37",2020-09-10,"0.14","4","1.16","40-49","3254","null"
"3993","18.36",2020-09-10,"0.4","16","4.62","50-59","3253","null"
"3356","15.43",2020-09-10,"1.25","42","12.14","60-69","3252","null"
"1680","7.73",2020-09-10,"6.31","106","30.64","70-79","3251","null"
"880","4.05",2020-09-10,"20","176","50.87","80 이상","3250","null"
"11838","54.45",2020-09-10,"1.38","163","47.11","여성","3249","null"
"9905","45.55",2020-09-10,"1.85","183","52.89","남성","3248","null"
"507","2.35",2020-09-09,"0","0","0.00","0-9","3236","null"
"1218","5.64",2020-09-09,"0","0","0.00","10-19","3235","null"
"4492","20.81",2020-09-09,"0","0","0.00","20-29","3234","null"
"2669","12.36",2020-09-09,"0.07","2","0.58","30-39","3233","null"
"2889","13.38",2020-09-09,"0.14","4","1.16","40-49","3232","null"
"3964","18.36",2020-09-09,"0.4","16","4.65","50-59","3231","null"
"3312","15.34",2020-09-09,"1.27","42","12.21","60-69","3230","null"
"1668","7.73",2020-09-09,"6.29","105","30.52","70-79","3229","null"
"869","4.03",2020-09-09,"20.14","175","50.87","80 이상","3228","null"
"11759","54.47",2020-09-09,"1.38","162","47.09","여성","3227","null"
"9829","45.53",2020-09-09,"1.85","182","52.91","남성","3226","null"
"501","2.34",2020-09-08,"0","0","0.00","0-9","3214","null"
"1210","5.65",2020-09-08,"0","0","0.00","10-19","3213","null"
"4485","20.93",2020-09-08,"0","0","0.00","20-29","3212","null"
"2653","12.38",2020-09-08,"0.08","2","0.59","30-39","3211","null"
"2874","13.41",2020-09-08,"0.14","4","1.17","40-49","3210","null"
"3936","18.37",2020-09-08,"0.41","16","4.69","50-59","3209","null"
"3264","15.23",2020-09-08,"1.29","42","12.32","60-69","3208","null"
"1646","7.68",2020-09-08,"6.32","104","30.50","70-79","3207","null"
"863","4.03",2020-09-08,"20.05","173","50.73","80 이상","3206","null"
"11679","54.49",2020-09-08,"1.37","160","46.92","여성","3205","null"
"9753","45.51",2020-09-08,"1.86","181","53.08","남성","3204","null"
"496","2.33",2020-09-07,"0","0","0.00","0-9","3192","null"
"1202","5.64",2020-09-07,"0","0","0.00","10-19","3191","null"
"4473","21",2020-09-07,"0","0","0.00","20-29","3190","null"
"2636","12.38",2020-09-07,"0.08","2","0.60","30-39","3189","null"
"2857","13.42",2020-09-07,"0.14","4","1.19","40-49","3188","null"
"3902","18.32",2020-09-07,"0.41","16","4.76","50-59","3187","null"
"3238","15.2",2020-09-07,"1.3","42","12.50","60-69","3186","null"
"1632","7.66",2020-09-07,"6.25","102","30.36","70-79","3185","null"
"860","4.04",2020-09-07,"19.77","170","50.60","80 이상","3184","null"
"11616","54.55",2020-09-07,"1.36","158","47.02","여성","3183","null"
"9680","45.45",2020-09-07,"1.84","178","52.98","남성","3182","null"
"493","2.33",2020-09-06,"0","0","0.00","0-9","3170","null"
"1197","5.65",2020-09-06,"0","0","0.00","10-19","3169","null"
"4460","21.06",2020-09-06,"0","0","0.00","20-29","3168","null"
"2619","12.37",2020-09-06,"0.08","2","0.60","30-39","3167","null"
"2841","13.42",2020-09-06,"0.14","4","1.20","40-49","3166","null"
"3880","18.32",2020-09-06,"0.41","16","4.79","50-59","3165","null"
"3217","15.19",2020-09-06,"1.31","42","12.57","60-69","3164","null"
"1612","7.61",2020-09-06,"6.27","101","30.24","70-79","3163","null"
"858","4.05",2020-09-06,"19.7","169","50.60","80 이상","3162","null"
"11563","54.6",2020-09-06,"1.37","158","47.31","여성","3161","null"
"9614","45.4",2020-09-06,"1.83","176","52.69","남성","3160","null"
"485","2.31",2020-09-05,"0","0","0.00","0-9","3159","null"
"1194","5.68",2020-09-05,"0","0","0.00","10-19","3158","null"
"4441","21.14",2020-09-05,"0","0","0.00","20-29","3157","null"
"2604","12.39",2020-09-05,"0.08","2","0.60","30-39","3156","null"
"2816","13.4",2020-09-05,"0.14","4","1.20","40-49","3155","null"
"3845","18.3",2020-09-05,"0.42","16","4.80","50-59","3154","null"
"3178","15.13",2020-09-05,"1.32","42","12.61","60-69","3153","null"
"1596","7.6",2020-09-05,"6.27","100","30.03","70-79","3152","null"
"851","4.05",2020-09-05,"19.86","169","50.75","80 이상","3151","null"
"11475","54.62",2020-09-05,"1.37","157","47.15","여성","3150","null"
"9535","45.38",2020-09-05,"1.85","176","52.85","남성","3149","null"
"482","2.31",2020-09-04,"0","0","0.00","0-9","3126","null"
"1188","5.7",2020-09-04,"0","0","0.00","10-19","3125","null"
"4427","21.24",2020-09-04,"0","0","0.00","20-29","3124","null"
"2585","12.4",2020-09-04,"0.08","2","0.60","30-39","3123","null"
"2797","13.42",2020-09-04,"0.14","4","1.21","40-49","3122","null"
"3807","18.27",2020-09-04,"0.42","16","4.83","50-59","3121","null"
"3136","15.05",2020-09-04,"1.34","42","12.69","60-69","3120","null"
"1578","7.57",2020-09-04,"6.34","100","30.21","70-79","3119","null"
"842","4.04",2020-09-04,"19.83","167","50.45","80 이상","3118","null"
"11389","54.64",2020-09-04,"1.37","156","47.13","여성","3117","null"
"9453","45.36",2020-09-04,"1.85","175","52.87","남성","3116","null"
"473","2.29",2020-09-03,"0","0","0.00","0-9","3104","null"
"1181","5.72",2020-09-03,"0","0","0.00","10-19","3103","null"
"4410","21.36",2020-09-03,"0","0","0.00","20-29","3102","null"
"2561","12.41",2020-09-03,"0.08","2","0.61","30-39","3101","null"
"2770","13.42",2020-09-03,"0.14","4","1.22","40-49","3100","null"
"3768","18.25",2020-09-03,"0.42","16","4.86","50-59","3099","null"
"3098","15.01",2020-09-03,"1.36","42","12.77","60-69","3098","null"
"1556","7.54",2020-09-03,"6.36","99","30.09","70-79","3097","null"
"827","4.01",2020-09-03,"20.07","166","50.46","80 이상","3096","null"
"11285","54.66",2020-09-03,"1.37","155","47.11","여성","3095","null"
"9359","45.34",2020-09-03,"1.86","174","52.89","남성","3094","null"
"466","2.28",2020-09-02,"0","0","0.00","0-9","3082","null"
"1174","5.74",2020-09-02,"0","0","0.00","10-19","3081","null"
"4388","21.46",2020-09-02,"0","0","0.00","20-29","3080","null"
"2540","12.42",2020-09-02,"0.08","2","0.61","30-39","3079","null"
"2741","13.4",2020-09-02,"0.15","4","1.23","40-49","3078","null"
"3732","18.25",2020-09-02,"0.43","16","4.91","50-59","3077","null"
"3064","14.98",2020-09-02,"1.37","42","12.88","60-69","3076","null"
"1534","7.5",2020-09-02,"6.39","98","30.06","70-79","3075","null"
"810","3.96",2020-09-02,"20.25","164","50.31","80 이상","3074","null"
"11177","54.66",2020-09-02,"1.37","153","46.93","여성","3073","null"
"9272","45.34",2020-09-02,"1.87","173","53.07","남성","3072","null"
"456","2.26",2020-09-01,"0","0","0.00","0-9","3060","null"
"1162","5.76",2020-09-01,"0","0","0.00","10-19","3059","null"
"4345","21.53",2020-09-01,"0","0","0.00","20-29","3058","null"
"2515","12.46",2020-09-01,"0.08","2","0.62","30-39","3057","null"
"2717","13.46",2020-09-01,"0.15","4","1.23","40-49","3056","null"
"3684","18.25",2020-09-01,"0.43","16","4.94","50-59","3055","null"
"3013","14.93",2020-09-01,"1.39","42","12.96","60-69","3054","null"
"1494","7.4",2020-09-01,"6.49","97","29.94","70-79","3053","null"
"796","3.94",2020-09-01,"20.48","163","50.31","80 이상","3052","null"
"11043","54.72",2020-09-01,"1.38","152","46.91","여성","3051","null"
"9139","45.28",2020-09-01,"1.88","172","53.09","남성","3050","null"
"442","2.22",2020-08-31,"0","0","0.00","0-9","3049","null"
"1145","5.74",2020-08-31,"0","0","0.00","10-19","3048","null"
"4320","21.66",2020-08-31,"0","0","0.00","20-29","3047","null"
"2491","12.49",2020-08-31,"0.08","2","0.62","30-39","3046","null"
"2692","13.5",2020-08-31,"0.15","4","1.23","40-49","3045","null"
"3639","18.24",2020-08-31,"0.44","16","4.94","50-59","3044","null"
"2968","14.88",2020-08-31,"1.42","42","12.96","60-69","3043","null"
"1464","7.34",2020-08-31,"6.63","97","29.94","70-79","3042","null"
"786","3.94",2020-08-31,"20.74","163","50.31","80 이상","3041","null"
"10922","54.76",2020-08-31,"1.39","152","46.91","여성","3040","null"
"9025","45.24",2020-08-31,"1.91","172","53.09","남성","3039","null"
"432","2.19",2020-08-30,"0","0","0.00","0-9","3016","null"
"1134","5.76",2020-08-30,"0","0","0.00","10-19","3015","null"
"4277","21.71",2020-08-30,"0","0","0.00","20-29","3014","null"
"2476","12.57",2020-08-30,"0.08","2","0.62","30-39","3013","null"
"2664","13.52",2020-08-30,"0.15","4","1.24","40-49","3012","null"
"3590","18.22",2020-08-30,"0.45","16","4.95","50-59","3011","null"
"2913","14.79",2020-08-30,"1.44","42","13.00","60-69","3010","null"
"1438","7.3",2020-08-30,"6.68","96","29.72","70-79","3009","null"
"775","3.93",2020-08-30,"21.03","163","50.46","80 이상","3008","null"
"10788","54.76",2020-08-30,"1.4","151","46.75","여성","3007","null"
"8911","45.24",2020-08-30,"1.93","172","53.25","남성","3006","null"
"422","2.18",2020-08-29,"0","0","0.00","0-9","2972","null"
"1122","5.78",2020-08-29,"0","0","0.00","10-19","2971","null"
"4233","21.82",2020-08-29,"0","0","0.00","20-29","2970","null"
"2437","12.56",2020-08-29,"0.08","2","0.62","30-39","2969","null"
"2627","13.54",2020-08-29,"0.15","4","1.25","40-49","2968","null"
"3535","18.22",2020-08-29,"0.45","16","4.98","50-59","2967","null"
"2840","14.64",2020-08-29,"1.48","42","13.08","60-69","2966","null"
"1417","7.3",2020-08-29,"6.7","95","29.60","70-79","2965","null"
"767","3.95",2020-08-29,"21.12","162","50.47","80 이상","2964","null"
"10643","54.86",2020-08-29,"1.42","151","47.04","여성","2963","null"
"8757","45.14",2020-08-29,"1.94","170","52.96","남성","2962","null"
"406","2.13",2020-08-28,"0","0","0.00","0-9","2961","null"
"1104","5.79",2020-08-28,"0","0","0.00","10-19","2960","null"
"4202","22.03",2020-08-28,"0","0","0.00","20-29","2959","null"
"2401","12.59",2020-08-28,"0.08","2","0.63","30-39","2958","null"
"2580","13.52",2020-08-28,"0.16","4","1.27","40-49","2957","null"
"3481","18.25",2020-08-28,"0.46","16","5.06","50-59","2956","null"
"2773","14.54",2020-08-28,"1.48","41","12.97","60-69","2955","null"
"1381","7.24",2020-08-28,"6.81","94","29.75","70-79","2954","null"
"749","3.93",2020-08-28,"21.23","159","50.32","80 이상","2953","null"
"10461","54.84",2020-08-28,"1.42","149","47.15","여성","2952","null"
"8616","45.16",2020-08-28,"1.94","167","52.85","남성","2951","null"
"390","2.08",2020-08-27,"0","0","0.00","0-9","2928","null"
"1087","5.81",2020-08-27,"0","0","0.00","10-19","2927","null"
"4170","22.29",2020-08-27,"0","0","0.00","20-29","2926","null"
"2353","12.58",2020-08-27,"0.08","2","0.64","30-39","2925","null"
"2527","13.51",2020-08-27,"0.16","4","1.28","40-49","2924","null"
"3408","18.22",2020-08-27,"0.47","16","5.11","50-59","2923","null"
"2709","14.48",2020-08-27,"1.51","41","13.10","60-69","2922","null"
"1333","7.13",2020-08-27,"7.05","94","30.03","70-79","2921","null"
"729","3.9",2020-08-27,"21.4","156","49.84","80 이상","2920","null"
"10265","54.88",2020-08-27,"1.44","148","47.28","여성","2919","null"
"8441","45.12",2020-08-27,"1.95","165","52.72","남성","2918","null"
"381","2.09",2020-08-26,"0","0","0.00","0-9","2906","null"
"1060","5.8",2020-08-26,"0","0","0.00","10-19","2905","null"
"4118","22.55",2020-08-26,"0","0","0.00","20-29","2904","null"
"2303","12.61",2020-08-26,"0.09","2","0.64","30-39","2903","null"
"2457","13.45",2020-08-26,"0.16","4","1.28","40-49","2902","null"
"3300","18.07",2020-08-26,"0.48","16","5.13","50-59","2901","null"
"2644","14.48",2020-08-26,"1.55","41","13.14","60-69","2900","null"
"1292","7.07",2020-08-26,"7.2","93","29.81","70-79","2899","null"
"710","3.89",2020-08-26,"21.97","156","50.00","80 이상","2898","null"
"10031","54.92",2020-08-26,"1.47","147","47.12","여성","2897","null"
"8234","45.08",2020-08-26,"2","165","52.88","남성","2896","null"
"368","2.05",2020-08-25,"0","0","0.00","0-9","2884","null"
"1047","5.83",2020-08-25,"0","0","0.00","10-19","2883","null"
"4081","22.74",2020-08-25,"0","0","0.00","20-29","2882","null"
"2256","12.57",2020-08-25,"0.09","2","0.65","30-39","2881","null"
"2415","13.46",2020-08-25,"0.17","4","1.29","40-49","2880","null"
"3240","18.06",2020-08-25,"0.49","16","5.16","50-59","2879","null"
"2587","14.42",2020-08-25,"1.58","41","13.23","60-69","2878","null"
"1258","7.01",2020-08-25,"7.39","93","30.00","70-79","2877","null"
"693","3.86",2020-08-25,"22.22","154","49.68","80 이상","2876","null"
"9856","54.92",2020-08-25,"1.48","146","47.10","여성","2875","null"
"8089","45.08",2020-08-25,"2.03","164","52.90","남성","2874","null"
"353","2",2020-08-24,"0","0","0.00","0-9","2862","null"
"1028","5.82",2020-08-24,"0","0","0.00","10-19","2861","null"
"4040","22.87",2020-08-24,"0","0","0.00","20-29","2860","null"
"2226","12.6",2020-08-24,"0.09","2","0.65","30-39","2859","null"
"2382","13.48",2020-08-24,"0.17","4","1.29","40-49","2858","null"
"3187","18.04",2020-08-24,"0.5","16","5.18","50-59","2857","null"
"2537","14.36",2020-08-24,"1.62","41","13.27","60-69","2856","null"
"1228","6.95",2020-08-24,"7.57","93","30.10","70-79","2855","null"
"684","3.87",2020-08-24,"22.37","153","49.51","80 이상","2854","null"
"9713","54.98",2020-08-24,"1.5","146","47.25","여성","2853","null"
